TIMESTAMP,TICKER,CA,MATCHES
20250130,XAVIER,69G8CpUVZAxbPMiEBrfCCCH445NwFxH6PzVL693Xpump,[]
20250130,JELLYJELLY,FeR8VBqNRSUD5NtXAj2n3j1dAHkZHfyDktKuLXD4pump,[]
20250130,FART,E1vbemLrPH3oMRYpSQqKnFtsL3GLQ4xsgjHpme9gpump,[]
20250130,AI16Z,HeLp6NuQkmYB4pYWo2zYs22mESHXPQYzXbB8n4V98jwC,[]
20250130,N64,FzAwkijFzSga76USEpo3126GyTRmxcMDbA9TYD2PPBt5,[]
20250130,USFARTACT,BUgZmTNn2uXLf7TyJF6yqtZKEuCf4mKNURCXQazBpump,[]
20250130,TRUMP,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,['5sbQDgFuo7FFdhQNr9ceJZ2Z2mEVntAFoakxgwV5Tzha']
