Account,Token Account,Quantity,Percentage
ETjmAFkghdRRwY8iBGDd7aAgZWBp5gSxLe2zPNPisaoN,G2AXXBU91x7YFyTcE4wuTgmDw5ZWAbXbmHxXypFaeryZ,1056620.79,0.11
HwRnKq7RPtKHvX9wyHsc1zvfHtGjPQa5tyZtGtbvfXE,49HggmNRWNDx7CHCGnWwp44z58NdAMR75BT5MJHYmiMQ,1047979.37,0.10
aHseTikp9ohkkSoL2Mqcdkq6ymdpUW68RAWdUAJ3aQF,DYfPHnYopuwsRM2d4qPPhskFZHsHinYCPA83jHinS2hH,1035955.27,0.10
HyXC6mom4AkhTSFtZtgbMsHxd7pW4zbZocYmks1zNrQr,A5GaBPxCJ2trDkb5WS9g5PzxSzG82mAYCHqcp4G5M2iE,1029128.30,0.10
29mb8otWupnhz2YreymH9VFvSd9peWUzCz4EAv9hEwNL,B6Xq7Axe3JL4TsWkYrjuEsddSxeghwu9SrSJVG93G4Mo,1025167.87,0.10
3S2S1ifmfkXzieY1e6uXgWHT5tpHCrD6ta7uPU8YBy4U,7iNLjJPQdTD4767cFuv7C4cLmSFXz8YiKuuaGVzqJosX,1018203.53,0.10
3j6kteZTFdbx9caEHQyQ32fEfud3V9eotZZYdaA4jBbg,BZhPPbQvVCVsxtsdNfQUcXqBQzf6VVSjLQt9qL24gPxg,1013167.52,0.10
58XNhFkzCnAj4kytVztZyHrr4E184CGxZkm5EA7BChiP,5diPT8QUM8xrNmxZ4sAbGzsoHsghDvqL2YUFgS7MYAX8,1009321.25,0.10
EuKwica4xKJEiMXHy856zrjXbyJz7ZLATve5KKewVePz,2XJHdCEguvZ3UPin7bUh7NYtjBNY2tBK2aFQDuroqbzu,1001493.10,0.10
7x5WxJSkyyy6jtjnFPFuvhuUxgVNCioYhDafTyrun7mV,7kVMsqzJfqVpWjweEwV6eFVtfxZHXZaWYsH2F52nC8CD,990444.35,0.10
9M2HkFRmKqpwZbMSw3ECtD53RqwPcKWibqsyHQeVtgLs,F7PP8YX75eUkpqqZKu6kzBTn2ZF9XMJwaKyACAn6noHp,953186.06,0.10
3vwYRGr8giaW7t8gmkeMoCMBeRNYPAr5vJnToS5bn7q5,JDCmCeXjyM5sm3G3N8aERvXNH5qwoJV87D1TqDyyvnoQ,951707.13,0.10
dWxSRoUzdTTpSUkmhpETet1zthNz6xJZ9oe3gpcGXkJ,HYgZrBbaiGyoLaUNdRi72yp2Pckfrn5XXc6m9FcwUtjj,947093.99,0.09
2ogMrfnZUorCB25zKY6DEZ7mbEccwQhRDpZte1sBpSFX,BSYSHka14UquEcsFoTWFZewxHfwYWLJVXTpon6pDdPb1,946926.10,0.09
ZG98FUCjb8mJ824Gbs6RsgVmr1FhXb2oNiJHa2dwmPd,5QZh3Db2Ko6bYMpbYdTuK2P8CgXskjvVJ93fViHZX2ER,946477.86,0.09
83ERcmdF8dMwDzXHJj2Lem8NMNGrjQ7r2FNwCMnvEBVx,8wS6m5EtZEnNJRukYVTLU1zJdHi9xVVyk4wndowSMdxz,939131.68,0.09
