Account,Token Account,Quantity,Percentage
CVxSAMz5s8XKPFfHCUc6wCiKmikaxVNGmivC1SWrrzzx,Fjx1s8vDkPJqUPDETFJC3vrL9nQ3jWFdWdxrgas65KvN,2311375.06,0.23
6CXcyvYTu2NYrpqpcPKXNAYFarDUmH5PRVTpa81dkpjT,AaPwXnYWub6ERJVb9GhZ5RX6KY82Yc8gZkUSf8uw488g,2272850.49,0.23
BxLxvCmL4ZpCKo66WvbQEAnrakojwpr7bi5aaXW433Nk,2TGoY4z7gdnJUBNEjjnfhdtRQCUXiHYC6diTY6ikMTAs,2272731.34,0.23
3aLEkHvEaaqvUZ71ZYWd99FNU9uFtTMTaTw5FQuyH29V,GkqewFbVrMTH1FiBKTRnKGuqcxjYVs6oEzYb6f6obRDr,2259907.11,0.23
H4gJ324jgvBweuzQRs822ZxSVEVo3mEG7gZepBaouuwm,Y9XKdFnFpMK8KLB5RBUq9kVGRDch9j4Pf2VFhXf9TW1,2130876.89,0.21
CPep14XgaDDNRMnP8ZjHVkvkhZPasRNYFEtDHvDpvnjR,HmVVPSoD6s67XtSCv9UxjXyJzCJs8bfHU57PdVuHmNPo,2079361.16,0.21
7jmXkbWJZUna8MYjWqFxBrRCkJu6pTwdMytRong2EzQ5,5TnpuyVTEE7jTRxo4bTiJ3TpuEZjwd696s6s6saicWXs,2058501.03,0.21
8EPHv234qXnBdhNJZKKjtANxsMWixz3ZdKrb2WaRxhNr,4JrPonu7wum2DRH3JmHXD7fD77KJ5dukCJd3ZXQbwHNM,2005299.46,0.20
Cme7hhf6JqtzcyaneWxqV8o9BomTyMBfQjKiQ6y1iU39,HTXEsCU38MVf9pxd5DfWckUDbCGjoYxUcGZ9WDELhtMX,1986981.85,0.20
AtTjQKXo1CYTa2MuxPARtr382ZyhPU5YX4wMMpvaa1oy,8KSmBHiXCK4tP1vaJ759Fe6r22RQcZWBMVbtHKeBDxZD,1980603.93,0.20
SDFtUTStUtuMeREE349PXR3QijQuyu736Vg3PSGhGE4,F2RbnMp1urGGj1UTwSy3JHDkVZH1kQY7RtbxkGF5L7be,1883880.92,0.19
7ULGqkRwaD6oZdHVLiu85ueHRS4gjQr6o614JB7zjkoN,8mNF5pGQzMm8q1MkcUEuxhDjTxXG3NUWyhpp4UrW88SL,1792792.33,0.18
FLc4VynxAfWCSWDMzRbLPcEbQAUJf91pHoqPm6dThSq6,ousL7H8xGY5NLKmQmP73fuS8PgJZyshgiVFLpLqQzLY,1785154.86,0.18
44gezT5gaKLzVLoNytFe63Lcw3hjdEHVSuRD6qCm2CBi,8183cY2W6qVLyqQm4bNr9tqZBwcDwp5GiTtWucfReK5D,1777309.30,0.18
4suW6eC1veivTgbhQ7bi8azCdaAVFZ8iueHvhdQrv31n,CDFSi1Rm2JMra4y5BiBtamP5ifeHSAjFwbvR228zWYjU,1723140.69,0.17
D26CA8cinPWhjfaUq9W8Di8tAsjL9B5Gm4bycqZBM5dZ,GGpLnUZewNWsgstmyyErHhhvqgFH8Y1tLWenCdp5gBB7,1712005.09,0.17
6sEgZvcjZTQu4W8vaJYt7gLzvfVxBE4imEFCP58P8FeX,CFLDg1NjYYR8zdQscXcyeKfhdzZRJ4irnJuf8efocB7N,1694918.59,0.17
7E4hW4ehA6P5m75PFBevj7mW66U72PnzWqUCfqy1JcwE,72Y3Bq6Jaa1ynFqbG9rXSA1NcG2z3tb9BTqPGqYQFr79,1690157.15,0.17
4Ah5NtMPbX8vaVkmzePQTmoE3568ghAP1xJtaJ1JhUvN,EESqzetojQvqpvu1SQZgWyUZrKp1tz6V2VfCr3a4n1Kj,1643519.60,0.16
6mDXYQXqPqzeHZ1sMScmukDbajbGFBCFDPbsUH3DRSk3,2M9SiyN8sRTMdTVL5o1bySZEVzVmFhLNZUNLKPMyRR9V,1618254.71,0.16
62LQpPnQtCjpMfHGaem2BfR3h3VHxKjhNZZkJD5jv1em,ToWURfrQSPSdKvDR9L7tsmhdaeFCyNBcftkaMXoY4iN,1549751.38,0.15
7aPTbW6wpMyfCBzZUP7uPn4Pv6UUWzhGKi2nkVr9UQ6z,hJkQFCjy28knrEJnm6vBsM6i5gDwXLsNUqY7Npu7oRs,1479842.41,0.15
5kVnQuymc4FLHjvy1pWZUJc7EEGjeezo4amwizUzo3YF,FGhSCBwY4iwtDPbmBR3Mt4Q3LHeydq91EucTHRBz1ZAd,1447081.85,0.14
EobnGera9wJ1WSriqpB1kAQH4v6xNsTMWF7dtQ5nfgK1,8698ZYRWmmMwFGUHLsf3bENUbhpn1zefGjUjgRSBoUhG,1423934.83,0.14
HcMmu9oiZWM3oba4ftnwZLR53egvPBwvm53jBKj31SKj,9RAVLofpdfohorMXRsfVgRG3PKaBJMQjRQbUwJNp84zk,1408756.99,0.14
Cd5uveQFQiAeKXti3tz3ghuZpRdxAaFeeQ92p3FSTGEk,DLVkLogSdYBttQdHb2PY3mfmbzXRZaLiCLCPKDewuAbo,1404380.59,0.14
Ac9gVMjz3iZwvA4L1mzexwjF55GMfp1ZeD2rSiUqGAzn,8fuZdUEEntHun4fDk6y7xFZaKuxW3aLvsRMx9A7jUjQT,1402259.74,0.14
BQ2dGGR8oztHmUBoukcrfA33pATW7vuo3GcJhj7SpJgx,3pM4gxNj2ZygimN66io5RmJjTr7hBkrSVENLMreAkm1t,1327452.96,0.13
8fefN6UfdtVPxRCzgPdnTct2duAbVuoMFbyyeRfNyzTv,GhA8vaJcTipbB9E8hKW1FXrjf6Pi37QTb3AAQeeCJWJD,1311480.45,0.13
4SunWHKptNjm6AnPg6ThgzBb71VPj1EQGJXWCY8fHkYN,3x8MXPm1dhZhqQAhYfYMeqm57Kv1G6QSnhCtupR3AA4s,1299711.97,0.13
6XPvXHcbDW1GBYenRfJJzjccwo5cjnmftJ8G3xgbncgW,AB23epRfukPKRNhSnBiLR6w7fosmFY5kjh9cUmgZYNRK,1281814.66,0.13
BwPQagANnDxEVtmTgbY61pcvop8RSbUtciYXYYQXSVWw,9nK721vgNNE7DugzniRcQC7gn8Sz9rTRTYoAq7ay8nwS,1268025.63,0.13
8KavLwujpLbbxvhWRBUAaTwcKfddNQXkrNTU3augVpbv,3s95bVuDbP61a9zLYR9bF7aGtpwwnJVzbBiK2t1TkpEM,1258297.68,0.13
DUTJKJNdvGe1QpC6e8R3rXnq68xj7qabLorg3ss9YeqY,4HLnWGKpqrdi2y6ifKCdeAZ2VBS68vUXne3j7i62isLa,1247851.19,0.12
3YQRGknDT8aZuXdhnY2FW9QCk36CLQwX1t2U2Pr7J8BD,AedL5EmrPw69FGgfcoxY2bWzg5yZ4sNLZZjqc674Reem,1241877.83,0.12
3Erkqq2WivwBgoXLinus3M6H4V5BaNx6FBT5n25TVA8E,9Au3YgiWAQPAhog1rZpbcPoXyBErbULisAzmka65vLAy,1228966.80,0.12
