Account,Token Account,Quantity,Percentage
DMfhwc48zt2FjJPxBDMX6N96pxWk2VUmvsDHZQaUWuTp,71yvk9RXeGQVNxo74XfSQBrQKonPf3ABLwp8FTTyGwjR,81725.34,0.01
6W6DHJLxGeKDNuKX5hvF4Yj24f9W3VeyWiTqXEUz1fj2,36WWLhbNRVEhCqmMSb9Pv9aMUkhM32JDLzNw7n51yuuG,79719.08,0.01
GJRs4FwHtemZ5ZE9x3FNvJ8TMwitKTh21yxdRPqn7npE,7WDAxtgFXxxnis9btVHaeNVXTcXcqBMBN8wiPW6LWXqp,78028.44,0.01
34xTQQBnDG9x4LpwKUFcH6FEtsjLMiKUj5dEjiuVnYHt,FVAnYQd4HqNhjXfgC5sUUQdqJsp7BJicQzkkT97AkDQx,75000.00,0.01
DJp5QHio3FLb1NAzcxe3NwrHPxe3ePN7pAC1zuQdvGbJ,ErSE4fiYxDAnSn3vsSWt5uS7rp3J66pSMugvFSkY2CVn,74895.84,0.01
Fs2f5rNW7MsyfBcdU6NfYsMkrnNSuACuRsNJvrLEDezC,3KzcvLsS6XKTf79gxKTFDeWzLwEqLGSeoNXM34AFG23g,74638.70,0.01
EHe89t4CGHSHfryrBCSAfi6nRey5HW8mAz4E876TMmF3,5oApnGqDC2o2RTR49o91YftDzt8GeLWZAx3HwKB5uYge,74466.40,0.01
BYMEx72KQqu4w4rdovu5NHMK77Y8AxeS3snj3g1RopWJ,CS6xp7x58NDkt7cx8zB5ApnaTSf4ySAPJ4R4EDrMCYA9,74146.01,0.01
45yBcpnzFTqLYQJtjxsa1DdZkgrTYponCg6yLQ6LQPu6,EUcGobkLbMHhr4MogpD4reu8gkNbnLE3mtenkq14VQoR,73371.24,0.01
22ozj9XYSXE6gCMDqEDtKGi6gyyRSCm1psM8MYLWCrg2,47MV2vkYfgyyA3oQTKuoHyA9EtDqe1qN6Xk6Ywq3wzRB,73000.10,0.01
HWdeCUjBvPP1HJ5oCJt7aNsvMWpWoDgiejUWvfFX6T7R,78aibrqBUK63c5mtiGcwR7fP1XJFSeW5hv6NFEE1Ur2h,72821.91,0.01
5ZPoZErABhj4FTqfjYKr3N88WgM23ArHaR715iwC5mp,9ASzPkgd5Wc2PAufsHkwdXW2NGiQpfXzkYwDqBdY1NHy,72772.82,0.01
