TIMESTAMP,TICKER,CA,MATCHES
20250125,XAVIER,69G8CpUVZAxbPMiEBrfCCCH445NwFxH6PzVL693Xpump,[]
20250125,FART,E1vbemLrPH3oMRYpSQqKnFtsL3GLQ4xsgjHpme9gpump,[]
20250125,AI16Z,HeLp6NuQkmYB4pYWo2zYs22mESHXPQYzXbB8n4V98jwC,[]
20250125,USFARTACT,BUgZmTNn2uXLf7TyJF6yqtZKEuCf4mKNURCXQazBpump,[]
20250125,TRUMP,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,[]
